our,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
2520-2640,1.722658,46.343934,32,53
2640-2760,2.601899,45.270743,43,55
2760-2880,3.082698,44.581768,40,72
2880-3000,21.432174,30.235067,55,43
3000-3120,52.220275,8.514784,119,8
3120-3240,42.922721,12.499811,129,52
3240-3360,40.040445,11.708276,142,57
3360-3480,29.188552,17.707995,116,98
3480-3600,33.610953,16.177061,122,67
3600-3720,39.473046,14.010857,125,69
3720-3840,41.223862,11.717261,144,55
3840-3960,38.461571,9.599897,160,51
3960-4080,30.892349,12.853754,163,79
4080-4200,27.314846,14.531445,158,87
4200-4320,32.026635,13.093019,153,83
4320-4440,35.475875,9.688443,188,54
4440-4560,30.358963,11.167908,214,72
4560-4680,38.873806,7.656334,230,64
4680-4800,36.19034,7.082119,237,67
4800-4920,31.140455,10.074101,240,86
4920-5040,34.142587,8.103687,238,75
5040-5160,40.058727,7.630965,262,67
5160-5280,7.295662,7.890143,263,9
SUM,,,,2299
0-120,0.831396,47.190926,20,11
120-240,1.652638,46.176904,18,38
240-360,1.066659,47.19317,28,33
360-480,2.173081,45.641805,15,45
480-600,0.53359,47.659109,19,29
600-720,3.229903,45.181578,26,37
720-840,1.265987,46.829222,27,38
840-960,1.433637,46.634583,22,46
960-1080,1.386543,46.549189,16,35
1080-1200,1.359657,46.613764,20,36
1200-1320,2.9287,45.473957,26,47
1320-1440,2.590991,45.134752,29,46
1440-1560,2.590763,45.042407,28,47
1560-1680,2.38454,45.303657,24,42
1680-1800,3.024411,45.129468,30,48
1800-1920,34.420028,22.173199,53,22
1920-2040,15.337646,33.638883,32,73
2040-2160,2.361798,45.296857,24,51
2160-2280,2.551311,45.504799,32,50
2280-2400,1.763734,46.111461,36,56
2400-2520,1.720653,45.937608,28,55
2520-2640,3.585731,44.539559,32,56
2640-2760,24.547645,27.099127,68,30
2760-2880,19.83446,29.644755,58,78
2880-3000,11.664701,37.283649,43,81
3000-3120,3.565619,44.057147,48,70
3120-3240,6.669169,41.526004,28,74
3240-3360,2.400857,45.717232,34,54
3360-3480,3.385812,44.453316,40,65
3480-3600,3.359009,44.125108,33,66
3600-3720,2.818712,44.643152,44,63
3720-3840,11.174241,37.720397,45,65
3840-3960,3.479246,44.262085,42,74
3960-4080,8.089394,39.959739,50,70
4080-4200,24.022626,26.877718,80,51
4200-4320,59.092401,7.400126,132,14
4320-4440,30.811119,15.989766,146,77
4440-4560,35.100395,11.574906,166,69
4560-4680,27.749648,14.741224,169,90
4680-4800,33.334792,12.219925,165,75
4800-4920,46.076962,9.959289,175,64
4920-5040,35.752476,11.19392,175,81
5040-5160,26.726038,12.536989,191,87
5160-5280,29.951287,10.529778,206,77
5280-5400,27.756049,10.381376,222,76
5400-5520,28.455801,9.711533,222,85
5520-5640,31.733205,10.370252,232,85
5640-5760,29.141783,8.685125,265,47
SUM,,,,2709
