scoot,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
4680-4800,56.164201,14.806858,138,85
4800-4920,55.786729,14.23289,154,76
4920-5040,58.431035,12.790623,146,77
5040-5160,54.713805,14.30364,166,74
5160-5280,56.779227,13.838258,167,88
5280-5400,58.841703,12.837786,169,83
5400-5520,62.60172,11.961581,192,71
5520-5640,10.905718,14.097305,189,15
SUM,,,,2692
0-120,8.724816,41.896989,24,7
120-240,14.538407,36.324685,20,40
240-360,8.117055,41.463025,28,35
360-480,17.230615,35.64828,17,43
480-600,10.985408,38.796452,21,29
600-720,16.260844,36.853717,27,38
720-840,10.379657,39.496067,28,38
840-960,11.286339,39.026305,21,48
960-1080,11.669796,39.387816,15,35
1080-1200,13.790997,38.103897,23,32
1200-1320,16.077884,36.809043,35,41
1320-1440,13.635853,35.790159,34,50
1440-1560,11.712056,38.003151,33,47
1560-1680,11.810827,38.169823,27,44
1680-1800,18.356518,34.023919,42,39
1800-1920,13.636297,36.433352,36,51
1920-2040,13.428725,36.054034,39,49
2040-2160,14.414386,35.692385,33,49
2160-2280,13.764228,36.791657,45,46
2280-2400,14.744146,35.103716,45,60
2400-2520,12.313625,37.309985,33,59
2520-2640,15.198507,36.188809,45,48
2640-2760,13.735398,35.928199,52,59
2760-2880,19.461584,31.332602,61,59
2880-3000,20.613119,31.695481,59,68
3000-3120,16.853112,33.376398,65,69
3120-3240,26.668846,27.652015,56,63
3240-3360,15.453541,34.194363,46,70
3360-3480,14.478596,36.009073,51,66
3480-3600,16.329917,34.355939,50,60
3600-3720,21.045896,30.236823,67,57
3720-3840,27.944333,26.716778,68,65
3840-3960,23.66208,28.786271,66,73
3960-4080,25.695548,28.260599,74,70
4080-4200,29.830046,25.397344,91,65
4200-4320,35.159173,22.159295,90,76
4320-4440,37.274719,21.575185,99,73
4440-4560,37.11459,21.08682,119,74
4560-4680,44.883332,17.519824,136,74
4680-4800,54.237158,15.491929,118,85
4800-4920,53.193188,15.072052,135,64
4920-5040,50.296926,15.762797,129,82
5040-5160,46.876678,17.311061,168,80
5160-5280,55.445325,14.141235,174,88
5280-5400,57.425928,13.445511,166,90
5400-5520,59.494632,12.738513,171,89
5520-5640,44.284213,12.286732,188,47
SUM,,,,2694
