scoot,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
0-120,8.416585,42.934011,14,13
120-240,8.867153,40.745887,19,24
240-360,12.272567,37.694572,20,28
360-480,13.912726,36.871577,27,37
480-600,15.775845,34.776563,24,40
600-720,19.832345,33.700101,28,33
720-840,17.844593,34.11885,36,40
840-960,17.110107,33.724204,29,51
960-1080,15.300118,36.266859,22,43
1080-1200,10.490482,38.787648,39,34
1200-1320,17.051476,34.258066,32,51
1320-1440,17.3254,35.354836,32,53
1440-1560,11.911011,36.964889,26,39
1560-1680,16.137302,35.740283,31,42
1680-1800,13.635595,36.959728,37,48
1800-1920,13.674867,37.612181,34,63
1920-2040,15.084467,35.891073,37,54
2040-2160,18.405133,33.812389,33,54
2160-2280,19.76772,33.054765,32,51
2280-2400,12.962687,36.689107,32,45
2400-2520,16.393149,34.749969,60,42
2520-2640,17.194217,32.387052,32,63
2640-2760,20.241265,31.903286,44,44
2760-2880,13.491043,36.408439,45,58
2880-3000,15.853087,35.699555,39,63
3000-3120,14.863655,35.517449,50,57
3120-3240,14.712435,35.572725,51,63
3240-3360,15.454508,33.993265,50,63
3360-3480,16.320847,34.307347,67,62
3480-3600,18.337983,32.838779,44,80
3600-3720,18.280071,33.174725,61,61
3720-3840,26.39057,27.880689,75,66
3840-3960,29.448352,25.658513,74,69
3960-4080,36.28205,22.522187,88,64
4080-4200,39.176709,20.322166,94,64
4200-4320,40.254299,20.363412,104,72
4320-4440,38.279406,20.960574,115,81
4440-4560,40.396255,20.28284,91,89
4560-4680,33.278868,23.025229,95,80
4680-4800,37.286647,22.302393,95,79
4800-4920,38.248155,21.690618,90,85
4920-5040,34.412826,22.918836,88,75
5040-5160,36.278739,22.002568,96,73
5160-5280,32.873716,23.444816,107,83
5280-5400,39.073216,21.31678,116,86
5400-5520,41.914015,19.468595,117,89
5520-5640,44.960857,18.122589,128,81
5640-5760,48.483986,16.914628,146,81
5760-5880,52.54152,15.003554,157,82
5880-6000,54.957479,14.424166,148,85
6000-6120,51.809099,15.17286,167,83
6120-6240,52.660991,13.361727,180,79
SUM,,,,3145
0-120,5.445084,44.590016,13,10
120-240,11.2437,38.662297,12,21
240-360,7.200752,42.164761,22,18
360-480,15.02914,36.208327,20,39
480-600,9.182475,40.00867,22,30
600-720,10.920978,39.691506,29,39
720-840,14.38877,36.938792,28,46
840-960,13.142554,37.632572,27,47
960-1080,14.174613,36.487154,27,39
1080-1200,16.453996,34.159145,27,37
1200-1320,13.146989,36.578215,31,41
1320-1440,15.463114,36.504407,36,49
1440-1560,14.003148,36.129732,22,52
1560-1680,13.889176,38.080263,36,43
1680-1800,14.686759,35.426571,35,62
1800-1920,17.814004,34.487663,44,48
1920-2040,17.128707,34.202768,42,55
2040-2160,11.590115,37.861695,31,50
2160-2280,10.41759,39.091387,21,52
2280-2400,12.960346,36.29672,39,27
2400-2520,14.281914,36.087706,45,52
2520-2640,17.45122,33.588351,32,55
2640-2760,14.73531,36.673018,39,50
2760-2880,16.144698,35.143429,48,55
2880-3000,18.647163,32.545357,54,62
3000-3120,15.034795,35.099448,51,69
3120-3240,10.240111,38.961681,44,68
3240-3360,11.938091,37.348548,52,59
3360-3480,14.471376,36.144121,62,68
3480-3600,17.691143,33.080205,44,72
3600-3720,15.565298,34.567896,51,59
3720-3840,15.944092,34.991951,59,67
3840-3960,13.390095,36.118775,57,75
3960-4080,17.078235,33.323804,52,67
4080-4200,11.852777,37.667456,50,60
4200-4320,23.256416,30.121992,76,57
4320-4440,27.37972,26.122235,97,77
4440-4560,39.779077,20.576306,94,71
4560-4680,38.821943,21.143311,95,77
4680-4800,38.956616,20.601077,104,76
4800-4920,44.366958,18.573859,114,70
4920-5040,39.861998,20.083229,118,85
5040-5160,43.651754,19.119996,126,83
5160-5280,45.215893,17.806198,129,86
5280-5400,48.243753,16.663429,146,82
5400-5520,52.443397,15.47906,142,84
5520-5640,53.863203,14.750281,147,84
5640-5760,57.480109,13.671332,156,84
5760-5880,60.185828,12.772676,170,71
5880-6000,60.377547,12.501804,170,82
6000-6120,63.448114,12.298578,170,79
6120-6240,3.69138,12.822945,172,4
SUM,,,,2995
0-120,8.152854,43.507927,15,11
120-240,6.201209,42.645602,9,24
240-360,11.157963,39.525272,19,17
360-480,8.181619,42.164787,22,34
480-600,13.094843,37.717975,16,37
600-720,8.59625,41.272241,37,31
720-840,15.941962,35.580656,26,55
840-960,12.853265,36.723912,37,37
960-1080,19.501511,32.147895,27,44
1080-1200,13.482536,38.809985,23,43
1200-1320,9.760134,39.58627,24,44
1320-1440,10.570601,39.23296,45,34
1440-1560,16.512889,34.297477,38,55
1560-1680,11.254839,38.196173,30,54
1680-1800,15.984504,34.875938,34,46
1800-1920,12.662393,37.348462,48,47
1920-2040,11.077996,38.269417,42,63
2040-2160,14.565323,35.584595,36,51
2160-2280,13.111292,36.281701,32,47
2280-2400,8.590186,40.527871,34,41
2400-2520,13.554576,36.977962,39,49
2520-2640,7.472691,41.15642,38,51
2640-2760,14.390809,36.953221,39,54
2760-2880,9.517823,39.764528,48,56
2880-3000,16.224,34.542772,47,66
3000-3120,16.948169,33.580988,61,59
3120-3240,15.570094,33.850931,55,70
3240-3360,16.232511,33.785413,70,63
3360-3480,19.699077,31.53144,72,77
3480-3600,24.971152,28.50458,52,70
3600-3720,16.576667,33.703326,57,66
3720-3840,14.371305,35.897732,56,77
3840-3960,17.090872,33.225923,64,69
3960-4080,20.631838,30.849067,65,68
4080-4200,17.293499,33.875715,50,76
4200-4320,14.296791,35.821078,74,62
4320-4440,20.97665,30.822194,82,81
4440-4560,23.550677,28.874174,81,83
4560-4680,26.834387,27.537793,96,81
4680-4800,29.053608,25.624906,81,93
4800-4920,26.948343,27.712588,84,88
4920-5040,29.394721,24.986679,98,81
5040-5160,36.458146,21.961628,107,77
5160-5280,41.697281,20.057404,108,78
5280-5400,40.569556,19.80847,116,86
5400-5520,47.038534,17.961176,117,79
5520-5640,44.555234,18.056324,126,76
5640-5760,49.381743,15.976244,129,78
5760-5880,52.79968,16.135334,153,76
5880-6000,53.392192,14.685679,155,87
6000-6120,54.735077,15.008579,158,89
6120-6240,52.094729,14.536551,172,90
6240-6360,58.063902,13.487881,175,89
6360-6480,34.20535,13.176597,190,40
SUM,,,,3300
0-120,7.604894,44.002848,20,14
120-240,13.42592,36.944597,13,35
240-360,10.874952,40.384148,22,27
360-480,16.858515,36.099041,20,36
480-600,14.421133,36.724578,18,36
600-720,11.935981,39.195394,25,31
720-840,13.943671,36.840275,23,43
840-960,13.718679,36.610663,27,37
960-1080,15.451794,35.925851,22,38
1080-1200,14.273417,38.184708,24,43
1200-1320,11.292466,39.071578,23,48
1320-1440,10.214706,39.449615,40,39
1440-1560,21.970043,31.720629,34,55
1560-1680,12.525698,38.123435,23,48
1680-1800,13.172339,37.768686,32,39
1800-1920,7.657222,42.002729,31,52
1920-2040,17.244787,34.231834,37,49
2040-2160,17.32633,34.478926,34,48
2160-2280,14.083157,36.643115,35,52
2280-2400,16.199688,34.776407,34,50
2400-2520,14.478869,35.862686,41,48
2520-2640,13.949991,36.316635,39,54
2640-2760,14.843208,35.62291,57,48
2760-2880,16.934658,32.453785,57,69
2880-3000,17.13618,34.143087,42,73
3000-3120,9.642618,39.627984,60,64
3120-3240,16.450531,34.328699,41,71
3240-3360,15.400196,34.153551,58,53
3360-3480,18.065962,32.856718,67,68
3480-3600,22.060383,30.48742,64,71
3600-3720,16.147766,34.000311,60,81
3720-3840,17.410167,33.946157,51,78
3840-3960,17.625091,32.260053,66,57
3960-4080,22.851959,29.931355,71,72
4080-4200,22.460946,30.216401,74,79
4200-4320,23.358577,28.70274,87,78
4320-4440,32.471986,24.077603,103,73
4440-4560,37.078667,21.060697,130,78
4560-4680,46.39293,17.704796,143,88
