no,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
4680-4800,51.395713,15.243522,135,73
4800-4920,54.711934,15.141424,138,77
4920-5040,49.713146,15.487998,146,81
5040-5160,54.768935,14.442625,161,76
5160-5280,63.442555,11.311232,184,66
5280-5400,68.076259,9.941504,210,73
5400-5520,65.734471,11.419481,201,89
5520-5640,61.951156,12.493631,194,96
5640-5760,54.09827,10.570685,202,64
SUM,,,,2692
0-120,0.8049,49.766511,13,13
120-240,0.573024,49.272455,9,22
240-360,0.451104,50.598249,16,20
360-480,1.151933,49.300647,17,36
480-600,1.778388,48.241007,16,32
600-720,1.638842,48.167404,34,34
720-840,2.934255,46.916947,21,57
840-960,1.611766,48.175694,31,38
960-1080,1.429877,48.656218,18,47
1080-1200,2.14127,49.187151,15,42
1200-1320,1.265022,48.635029,23,37
1320-1440,2.559785,46.729029,40,38
1440-1560,1.920904,47.526452,22,66
1560-1680,3.100556,46.724717,21,47
1680-1800,3.520959,45.906514,21,50
1800-1920,2.849818,47.412033,35,47
1920-2040,2.612915,47.208136,33,59
2040-2160,1.949521,48.100466,25,53
2160-2280,1.883868,47.611318,23,45
2280-2400,1.868362,48.113572,22,44
2400-2520,2.150071,48.00563,27,49
2520-2640,1.647882,48.308124,34,43
2640-2760,3.564416,46.534367,28,61
2760-2880,5.979946,43.40634,42,51
2880-3000,43.342276,19.965889,82,25
3000-3120,39.197086,21.021814,85,70
3120-3240,31.885281,24.232383,75,74
3240-3360,19.866777,29.922395,74,79
3360-3480,16.358072,34.172577,61,92
3480-3600,19.552256,32.340191,42,69
3600-3720,4.272725,45.023458,39,74
3720-3840,5.351687,44.36913,45,70
3840-3960,7.856518,41.299582,50,72
3960-4080,15.66434,33.908594,65,54
4080-4200,55.423153,14.704218,99,27
4200-4320,67.007387,10.763398,157,28
4320-4440,52.33744,15.635206,154,92
4440-4560,57.477166,13.724582,158,78
4560-4680,58.318826,13.48554,174,80
4680-4800,63.902331,11.145339,171,81
4800-4920,57.955265,12.86566,175,87
4920-5040,61.784171,12.266197,196,74
5040-5160,64.398768,10.198626,198,84
5160-5280,68.301239,11.296291,201,76
5280-5400,64.644533,10.946522,210,85
5400-5520,74.489892,8.425743,224,66
5520-5640,74.64684,8.311324,242,67
5640-5760,74.284378,8.863771,243,80
5760-5880,59.377774,9.64272,258,74
SUM,,,,2789
0-120,1.587861,48.735409,17,17
120-240,0.965664,49.421765,11,34
240-360,1.162592,50.300921,23,24
360-480,1.518888,48.969775,16,41
480-600,1.463019,48.445658,17,33
600-720,1.341759,49.316182,23,32
720-840,1.676235,47.88458,23,41
840-960,0.888974,49.714902,26,38
960-1080,2.106639,47.775771,19,40
1080-1200,4.178624,46.208676,19,45
1200-1320,1.979756,48.02911,24,42
1320-1440,1.551737,48.290142,37,43
1440-1560,7.897545,41.676579,24,62
1560-1680,1.918,48.616218,22,39
1680-1800,8.210066,41.377951,28,42
1800-1920,37.822397,22.422867,59,20
1920-2040,28.680514,27.05424,45,69
2040-2160,30.215978,24.490521,51,39
2160-2280,41.741425,21.122279,59,45
2280-2400,15.968273,34.721864,28,80
2400-2520,2.446505,47.362659,31,52
2520-2640,2.671744,47.234101,32,51
2640-2760,3.77128,45.993768,43,55
2760-2880,3.773132,45.319297,40,72
2880-3000,4.842355,44.858274,28,70
3000-3120,3.202098,46.482588,53,57
3120-3240,8.624492,40.487445,34,71
3240-3360,2.459234,46.605565,45,59
3360-3480,4.821171,44.944333,46,76
3480-3600,6.072105,43.649521,39,75
3600-3720,5.840486,43.634049,48,68
3720-3840,10.052144,39.881291,40,77
3840-3960,4.086177,44.745683,46,66
3960-4080,6.922762,43.026295,46,77
4080-4200,9.49495,40.578638,52,76
4200-4320,9.853948,39.638798,63,80
4320-4440,18.945501,32.647254,79,73
4440-4560,26.315662,26.734696,104,80
4560-4680,39.796525,21.004035,124,81
4680-4800,49.549181,16.878387,122,82
4800-4920,51.333453,16.075464,134,80
4920-5040,47.406432,16.536235,114,89
5040-5160,46.338115,17.671141,141,67
5160-5280,53.155529,15.20474,148,82
5280-5400,57.999076,13.514566,158,75
5400-5520,61.148805,12.0345,181,71
5520-5640,67.184375,9.992906,195,79
5640-5760,61.957506,13.092974,185,87
5760-5880,64.755018,10.995849,202,78
5880-6000,61.556553,12.226556,203,93
6000-6120,72.052146,8.751664,225,72
6120-6240,66.261623,9.95796,248,74
SUM,,,,3171
0-120,0.785987,48.989173,20,11
120-240,1.545199,48.268893,19,37
240-360,1.16916,49.640412,27,35
360-480,2.487387,47.133989,14,45
480-600,0.708573,49.187105,17,30
600-720,3.423166,47.262675,23,38
720-840,1.736624,49.175859,26,36
840-960,1.400567,49.461128,20,47
960-1080,2.154575,47.854346,15,34
1080-1200,1.59717,48.697839,19,36
1200-1320,3.227905,47.334946,24,48
1320-1440,1.707055,48.297162,26,47
1440-1560,2.648476,47.423598,24,48
1560-1680,2.116355,47.719689,24,38
1680-1800,3.343067,46.838719,31,47
1800-1920,1.684249,48.684629,24,52
1920-2040,2.176059,47.805504,28,48
2040-2160,2.841046,46.452862,23,48
2160-2280,2.277802,47.832623,29,52
2280-2400,2.1194,47.928495,33,56
2400-2520,2.322625,47.459142,27,53
2520-2640,4.07481,46.455256,31,56
2640-2760,2.030091,47.733097,39,58
2760-2880,5.128043,44.093125,45,62
2880-3000,13.145311,37.120194,54,57
3000-3120,44.395417,18.218422,100,29
3120-3240,38.328836,22.383071,65,89
3240-3360,15.508498,34.586914,39,86
3360-3480,4.934332,44.681419,38,72
3480-3600,3.785379,45.629152,34,63
3600-3720,4.698734,44.438864,44,64
3720-3840,10.076538,39.756085,41,69
3840-3960,4.577045,45.197046,43,69
3960-4080,9.958599,40.22252,47,74
4080-4200,6.406021,43.007313,57,72
4200-4320,11.360942,38.11578,52,80
4320-4440,11.007172,38.178378,59,75
4440-4560,21.931626,30.628671,85,68
4560-4680,20.860176,29.943131,87,89
4680-4800,43.004641,20.07236,83,71
4800-4920,23.705122,29.488828,72,92
4920-5040,22.153942,28.962526,66,82
5040-5160,20.999427,31.7271,101,84
5160-5280,31.320184,24.587034,101,94
5280-5400,36.067585,21.71961,102,81
5400-5520,44.360042,18.371516,129,67
5520-5640,54.27259,13.608135,164,69
5640-5760,65.482301,11.235183,163,76
5760-5880,54.948754,15.640546,153,85
5880-6000,54.334612,14.212207,167,86
6000-6120,58.378225,13.785663,161,92
6120-6240,57.077099,13.42144,182,83
6240-6360,53.164363,11.668395,196,66
SUM,,,,3246
