no,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
0-120,0.97768,49.828187,12,15
120-240,1.328076,48.095442,17,24
240-360,0.569444,49.265619,16,30
360-480,1.469596,48.020968,23,37
480-600,2.168854,47.366766,19,41
600-720,1.7475,48.546317,21,35
720-840,1.777919,48.385749,25,44
840-960,1.269227,48.949762,24,45
960-1080,2.213456,48.01625,20,40
1080-1200,1.660323,47.71379,33,38
1200-1320,2.662949,47.093425,26,51
1320-1440,3.034666,47.191395,21,58
1440-1560,1.883161,47.588583,24,30
1560-1680,1.98393,48.421748,23,48
1680-1800,2.994551,46.855794,28,49
1800-1920,2.086874,48.796977,29,59
1920-2040,2.628342,47.119176,32,54
2040-2160,2.689135,46.777957,27,55
2160-2280,2.26325,47.468414,26,51
2280-2400,1.723852,48.028989,31,40
2400-2520,3.723529,45.792936,45,56
2520-2640,6.746586,42.412183,23,57
2640-2760,2.182552,47.872453,30,49
2760-2880,1.804987,48.208574,34,55
2880-3000,5.600608,44.344618,27,64
3000-3120,5.221087,44.446689,38,57
3120-3240,2.79969,46.975724,39,63
3240-3360,6.017877,42.918432,37,64
3360-3480,27.787622,27.559013,84,32
3480-3600,60.333754,13.562515,99,42
3600-3720,41.893936,20.41168,97,80
3720-3840,46.260914,17.081,110,67
3840-3960,41.807861,20.32969,95,83
3960-4080,41.573252,19.627964,101,72
4080-4200,43.840842,17.76375,102,69
4200-4320,39.505369,21.440504,100,84
4320-4440,44.853222,18.450524,120,72
4440-4560,50.275239,16.385334,113,72
4560-4680,41.981764,18.101603,116,81
4680-4800,76.535075,8.207768,178,17
4800-4920,89.286075,5.613448,226,32
4920-5040,30.98251,8.446696,221,29
SUM,,,,2141
0-120,1.247958,48.27962,11,12
120-240,1.29966,48.367527,12,19
240-360,0.444429,50.064544,18,22
360-480,1.337028,48.244912,15,40
480-600,0.688353,49.669464,21,26
600-720,1.724233,48.140251,27,40
720-840,1.28137,49.270302,26,46
840-960,2.11792,47.77178,25,47
960-1080,1.54176,48.267325,19,45
1080-1200,1.763519,47.717222,25,31
1200-1320,1.50596,48.083781,28,42
1320-1440,4.277007,45.420906,29,53
1440-1560,1.453861,48.313816,21,46
1560-1680,3.20414,47.186057,27,51
1680-1800,3.729682,45.075304,30,58
1800-1920,2.682682,47.599237,30,57
1920-2040,2.041542,48.256263,29,54
2040-2160,1.326329,49.277345,21,47
2160-2280,3.645769,45.86666,18,45
2280-2400,1.221595,48.607062,29,34
2400-2520,3.232202,46.981892,31,56
2520-2640,1.957647,47.744584,22,51
2640-2760,4.57875,46.381113,24,55
2760-2880,2.32709,47.816833,33,55
2880-3000,3.162607,46.766493,34,67
3000-3120,5.060608,44.572414,37,63
3120-3240,2.544839,47.146593,36,62
3240-3360,2.486991,47.375204,41,62
3360-3480,6.269725,43.205674,51,68
3480-3600,13.143009,37.235532,34,71
3600-3720,5.120455,43.764042,37,63
3720-3840,10.100906,40.138458,48,64
3840-3960,8.962048,40.218414,54,67
3960-4080,45.050157,18.227522,85,31
4080-4200,22.972702,30.045503,53,90
4200-4320,17.481161,33.450968,66,70
4320-4440,45.47472,17.422688,129,35
4440-4560,57.470143,14.446488,127,70
4560-4680,51.743435,15.768564,123,82
