scats,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
0-120,8.416585,42.934011,14,13
120-240,9.609175,40.150194,19,24
240-360,11.529301,38.390979,18,30
360-480,13.003435,37.696818,27,35
480-600,14.65781,35.725948,21,43
600-720,15.984867,36.817071,23,35
720-840,15.251505,36.552818,31,40
840-960,13.293762,36.760979,32,43
960-1080,17.927617,34.000966,28,40
1080-1200,7.164886,41.289432,37,42
1200-1320,14.917769,35.681296,33,48
1320-1440,18.300798,34.33596,39,47
1440-1560,10.299097,37.970468,29,43
1560-1680,16.823908,34.179241,38,38
1680-1800,15.182734,34.781654,44,48
1800-1920,11.156569,39.053012,44,60
1920-2040,12.989314,36.579927,43,58
2040-2160,14.816087,35.472069,36,57
2160-2280,15.944389,34.692854,37,49
2280-2400,14.549367,34.487291,39,43
2400-2520,14.294784,35.831436,55,54
2520-2640,17.677774,32.633524,31,59
2640-2760,16.162244,35.247196,39,48
2760-2880,13.076408,36.750891,44,54
2880-3000,16.40994,35.348784,40,61
3000-3120,15.00173,35.379407,48,60
3120-3240,14.857215,35.439938,49,63
3240-3360,21.025975,30.17217,59,52
3360-3480,19.422507,32.099938,74,64
3480-3600,23.032197,29.627732,52,79
3600-3720,18.157834,32.728305,63,67
3720-3840,25.380897,28.346815,74,69
3840-3960,27.021154,26.567044,71,71
3960-4080,30.329807,25.352795,79,70
4080-4200,34.659459,22.320967,90,59
4200-4320,32.531172,24.429025,86,86
4320-4440,32.860092,23.873047,101,77
4440-4560,35.435349,22.654824,79,87
4560-4680,29.142496,25.481583,87,76
4680-4800,36.119331,22.494849,95,71
4800-4920,36.926539,22.144362,89,86
4920-5040,38.677544,20.663767,100,62
5040-5160,39.322943,20.012884,106,75
5160-5280,39.792389,20.11176,123,77
5280-5400,44.176664,18.859097,129,89
5400-5520,50.713618,15.512018,142,77
5520-5640,55.67284,13.73444,159,75
5640-5760,51.923004,13.105233,173,69
SUM,,,,2773
0-120,5.445084,44.590016,13,10
120-240,11.967937,38.114719,12,21
240-360,7.159339,42.244401,21,19
360-480,14.9152,36.477666,18,40
480-600,11.260953,38.641066,20,30
600-720,12.310514,38.854478,31,35
720-840,10.662985,39.545577,26,50
840-960,17.171859,35.059522,30,42
960-1080,10.77506,38.860522,23,46
1080-1200,18.362531,33.398153,30,30
1200-1320,12.96772,36.42662,32,43
1320-1440,14.121533,37.118558,38,48
1440-1560,13.409362,36.012263,33,43
1560-1680,15.357563,35.78842,43,47
1680-1800,16.575054,33.226328,45,59
1800-1920,15.304137,35.413678,42,60
1920-2040,16.45315,34.50921,44,51
2040-2160,12.681904,36.744265,31,52
2160-2280,14.469918,35.740688,28,45
2280-2400,12.39651,36.372088,36,37
2400-2520,14.424685,36.393492,43,51
2520-2640,20.835807,31.479631,33,52
2640-2760,14.821574,36.890107,38,52
2760-2880,15.40833,35.543392,46,56
2880-3000,18.350583,33.270989,54,60
3000-3120,15.04074,34.907774,50,70
3120-3240,14.589133,35.496296,47,64
3240-3360,14.845301,35.075069,54,60
3360-3480,16.705911,34.503561,62,70
3480-3600,19.4574,31.795292,48,68
3600-3720,17.214595,33.236778,53,61
3720-3840,16.625605,34.419165,59,69
3840-3960,15.656403,34.360099,60,72
3960-4080,16.98064,33.371671,51,71
4080-4200,10.423673,38.977382,47,62
4200-4320,20.744819,31.812151,73,57
4320-4440,24.678714,27.838588,92,79
4440-4560,34.977204,22.731513,86,74
4560-4680,34.304215,23.181462,88,76
4680-4800,34.08516,22.843203,96,77
4800-4920,40.043876,20.486582,105,71
4920-5040,37.124349,21.367835,108,86
5040-5160,40.63444,20.740476,115,84
5160-5280,43.764967,18.408777,120,84
5280-5400,49.849185,16.187165,145,74
5400-5520,56.753708,13.842516,147,78
5520-5640,59.209064,13.042262,160,76
5640-5760,54.926786,12.278991,173,66
SUM,,,,2728
0-120,8.152854,43.507927,15,11
120-240,6.577149,42.287047,9,24
240-360,10.407196,40.282143,17,19
360-480,8.964869,41.778,22,32
480-600,11.661206,38.790204,16,37
600-720,9.643677,40.399721,38,30
720-840,15.708537,35.67365,25,57
840-960,12.812865,36.982801,35,38
960-1080,18.253787,33.145667,23,46
1080-1200,17.247846,36.487711,29,33
1200-1320,10.141065,38.843193,28,46
1320-1440,11.057198,38.558407,42,41
1440-1560,17.530085,34.062597,35,55
1560-1680,12.542989,37.598321,26,55
1680-1800,17.456737,34.42338,34,42
1800-1920,13.155685,36.761646,49,46
1920-2040,11.575448,37.96211,42,64
2040-2160,14.850283,35.396574,36,51
2160-2280,14.988367,34.72668,32,47
2280-2400,9.072706,39.954404,33,42
2400-2520,17.081964,34.559475,38,49
2520-2640,7.791915,41.234108,38,50
2640-2760,16.972761,35.077935,40,53
2760-2880,12.202768,37.364413,46,59
2880-3000,15.499975,35.533946,48,63
3000-3120,21.023965,30.601955,65,56
3120-3240,21.189729,29.980675,63,66
3240-3360,15.421986,33.972276,68,73
3360-3480,19.389195,31.865672,71,76
3480-3600,26.539191,27.523243,54,67
3600-3720,20.656024,31.099751,61,64
3720-3840,23.156417,29.654043,73,64
3840-3960,27.242788,25.521233,84,66
3960-4080,33.202215,23.261696,85,68
4080-4200,32.051024,24.772198,72,74
4200-4320,26.392472,26.71507,91,67
4320-4440,32.309293,23.835712,99,81
4440-4560,37.259374,21.537218,104,77
4560-4680,38.189499,21.707617,115,85
4680-4800,46.456391,17.168629,117,76
4800-4920,47.532118,17.486455,132,76
4920-5040,52.642203,13.994425,158,69
5040-5160,50.304327,11.008696,168,54
SUM,,,,2349
0-120,7.604894,44.002848,20,14
120-240,12.404428,37.691928,13,35
240-360,10.636638,40.607208,22,27
360-480,16.741996,36.157614,20,36
480-600,14.634937,36.463793,19,35
600-720,12.582741,38.566892,25,32
720-840,14.84147,36.07827,24,42
840-960,15.456729,35.320968,27,38
960-1080,14.107348,36.868143,22,38
1080-1200,14.098276,38.284653,22,45
1200-1320,13.625212,37.648979,25,44
1320-1440,11.376824,38.210749,44,37
1440-1560,23.411967,30.328307,38,55
1560-1680,15.707571,35.428132,24,51
1680-1800,12.091708,38.810564,27,45
1800-1920,9.744433,40.158175,34,44
1920-2040,19.960015,32.035812,45,44
2040-2160,16.65661,33.941748,34,56
2160-2280,13.490791,36.835029,40,47
2280-2400,16.734341,33.782735,37,52
2400-2520,10.815456,38.495145,40,52
2520-2640,16.084241,34.598475,44,48
2640-2760,15.218086,35.336678,52,58
2760-2880,15.167129,34.492928,54,67
2880-3000,18.337047,33.58072,46,66
3000-3120,14.317888,35.509276,67,61
3120-3240,23.831771,29.022039,52,67
3240-3360,29.834344,24.771396,76,46
3360-3480,29.639345,25.115253,85,68
3480-3600,36.245935,22.379847,86,67
3600-3720,33.653289,22.928221,90,73
3720-3840,36.41062,22.173306,83,76
3840-3960,39.43731,19.583176,99,56
3960-4080,41.502356,19.49326,104,72
4080-4200,45.149432,18.242871,118,68
4200-4320,47.34419,16.078431,142,67
4320-4440,55.668591,13.615609,161,70
4440-4560,43.689379,12.486119,169,56
SUM,,,,1955
0-120,8.724816,41.896989,24,7
120-240,15.479466,35.594017,22,38
240-360,10.277965,39.238859,30,35
360-480,18.918053,34.573863,16,46
480-600,9.500437,40.175781,19,30
600-720,14.896026,37.982921,25,38
720-840,11.429858,38.87051,29,35
840-960,11.773678,38.558335,21,49
960-1080,13.023296,38.448384,15,35
1080-1200,14.645387,37.549966,23,32
1200-1320,15.5893,36.970183,37,39
1320-1440,12.654098,36.426153,33,53
1440-1560,12.387868,37.649504,32,47
1560-1680,10.48324,39.224955,29,41
1680-1800,17.809478,34.200359,43,40
1800-1920,13.679189,36.104612,37,51
1920-2040,12.378889,36.992836,39,50
2040-2160,14.324214,35.762637,31,51
2160-2280,14.28047,36.407267,43,46
2280-2400,13.763331,36.043033,44,59
2400-2520,11.977368,37.796858,32,59
2520-2640,15.938704,35.780353,44,48
2640-2760,13.997437,35.6494,52,58
2760-2880,18.304046,32.22584,60,60
2880-3000,20.648784,31.686476,60,66
3000-3120,19.04643,31.703368,68,67
3120-3240,28.816592,26.386243,59,63
3240-3360,16.410172,33.376641,47,72
3360-3480,14.863345,35.656916,53,65
3480-3600,19.126839,32.299238,53,59
3600-3720,26.129033,27.044855,73,54
3720-3840,32.558694,24.113688,76,63
3840-3960,27.303816,26.405649,73,74
3960-4080,31.855733,24.541025,84,67
4080-4200,35.169369,22.611756,100,66
4200-4320,39.140534,20.156319,99,76
4320-4440,42.925319,18.847051,113,68
4440-4560,44.421276,17.496883,138,69
4560-4680,54.296699,13.539671,162,67
4680-4800,65.502034,11.639964,152,77
4800-4920,64.512763,10.895159,175,58
4920-5040,51.630162,11.680502,163,65
SUM,,,,2243
