equal,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
1680-1800,11.910334,39.175118,41,66
1800-1920,12.235044,38.214179,62,62
1920-2040,14.589428,35.845171,54,79
2040-2160,16.361112,34.751655,54,75
2160-2280,13.767525,37.134768,46,72
2280-2400,12.132392,38.192596,59,62
2400-2520,11.431693,38.626392,70,83
2520-2640,14.783318,36.24331,50,97
2640-2760,11.715789,38.57843,64,69
2760-2880,15.302879,36.031094,47,85
2880-3000,15.103361,35.442888,47,61
3000-3120,14.257953,36.477769,73,70
3120-3240,19.791805,33.221131,65,99
3240-3360,15.009254,35.717138,55,86
3360-3480,16.586464,35.654561,63,78
3480-3600,18.256704,33.911485,55,87
3600-3720,12.815924,38.010854,64,80
3720-3840,14.392341,36.904153,63,91
3840-3960,14.088761,36.834594,67,92
3960-4080,17.180187,34.387142,92,95
4080-4200,25.507058,28.539209,80,95
4200-4320,20.546049,32.538739,70,104
4320-4440,16.624762,34.964083,81,104
4440-4560,17.726887,33.270684,88,101
4560-4680,22.431,31.080098,71,99
4680-4800,17.150189,34.738032,59,98
4800-4920,15.408233,35.215137,78,81
4920-5040,20.081962,32.962893,86,103
5040-5160,21.51255,31.31432,79,108
5160-5280,21.688223,31.993931,86,108
5280-5400,27.560725,27.777754,94,95
5400-5520,27.221058,26.905325,111,99
5520-5640,32.799017,23.631529,129,101
5640-5760,37.0362,21.694962,130,106
SUM,,,,3747
0-120,12.384697,39.641451,25,12
120-240,17.416758,34.607413,37,35
240-360,14.730876,36.324337,46,50
360-480,15.537809,35.916955,38,61
480-600,10.124834,40.231533,32,56
600-720,13.326323,37.658871,47,49
720-840,14.516376,35.609697,55,60
840-960,14.251992,36.589202,50,72
960-1080,14.226272,37.289053,36,69
1080-1200,9.055401,40.992176,31,49
1200-1320,13.741181,38.300937,38,51
1320-1440,12.425208,39.189394,53,59
1440-1560,12.278343,37.839516,56,72
1560-1680,13.164048,37.557523,45,75
1680-1800,13.081687,37.019139,56,54
1800-1920,17.482499,35.241132,54,86
1920-2040,12.790268,37.333407,48,75
2040-2160,11.750753,38.441082,53,64
2160-2280,16.861426,35.663235,45,76
2280-2400,9.219679,40.945661,42,65
2400-2520,10.935846,40.41273,49,76
2520-2640,12.204105,38.489247,58,72
2640-2760,14.312145,36.9025,53,78
2760-2880,14.825786,36.149532,52,75
2880-3000,16.254544,35.58021,68,77
3000-3120,16.211312,34.879144,60,94
3120-3240,13.384402,37.354041,59,79
3240-3360,15.953274,35.14764,55,78
3360-3480,14.295489,36.981459,53,81
3480-3600,12.554722,38.829786,54,80
3600-3720,12.986048,38.124141,54,82
3720-3840,16.194249,35.58106,71,84
3840-3960,14.955881,35.374257,75,95
3960-4080,17.320149,35.182704,66,102
4080-4200,16.416249,34.447256,83,86
4200-4320,18.32889,33.409278,57,107
4320-4440,12.992379,38.956637,75,91
4440-4560,17.001115,34.867008,64,101
4560-4680,16.833906,34.244673,51,88
4680-4800,15.477113,36.064897,66,68
4800-4920,15.474423,35.373032,78,96
4920-5040,16.61443,35.631787,66,101
5040-5160,15.225875,34.905294,83,86
5160-5280,17.802605,33.691659,76,105
5280-5400,16.50697,35.061418,92,105
5400-5520,24.863125,29.152457,100,108
5520-5640,29.59718,26.024592,116,104
5640-5760,33.948733,24.107059,125,113
5760-5880,37.024181,22.550023,123,114
5880-6000,37.863148,21.681842,135,107
SUM,,,,3923
0-120,11.922206,40.174317,30,16
120-240,10.352164,40.417692,42,47
240-360,12.160881,38.306402,46,52
360-480,12.395377,38.17523,42,62
480-600,17.955599,34.68525,41,58
600-720,11.808594,38.494089,48,57
720-840,11.782483,38.306052,44,66
840-960,13.309885,37.403807,43,53
960-1080,13.966693,36.626796,49,59
1080-1200,13.269492,36.775612,40,62
1200-1320,13.475902,37.35352,41,52
1320-1440,13.77378,36.763967,50,55
1440-1560,15.139232,35.374949,53,63
1560-1680,13.749827,37.384299,48,71
1680-1800,15.60475,35.091746,53,67
1800-1920,12.779313,38.477974,57,83
1920-2040,13.689601,36.928438,49,73
2040-2160,12.261301,38.588674,48,70
2160-2280,12.474263,38.062469,53,73
2280-2400,14.74468,36.806919,48,72
2400-2520,13.669214,37.112617,71,69
2520-2640,14.82719,35.612208,73,93
2640-2760,17.072677,34.814125,61,97
2760-2880,17.270998,34.620258,65,86
2880-3000,17.054388,34.609227,50,83
3000-3120,11.825401,38.765161,61,78
3120-3240,13.900642,37.171266,61,84
3240-3360,13.552022,37.40766,56,79
3360-3480,11.613079,38.147807,65,76
3480-3600,14.241185,37.478656,66,96
3600-3720,17.264271,35.068201,70,94
3720-3840,15.75891,35.90427,64,102
3840-3960,15.542449,35.665829,68,89
3960-4080,14.346988,36.599335,66,94
4080-4200,13.668419,36.779605,60,85
4200-4320,10.872853,38.38687,79,75
4320-4440,14.767566,36.476641,73,102
4440-4560,14.024881,36.715487,67,102
4560-4680,13.317924,37.530751,72,100
4680-4800,16.438053,35.006246,86,97
4800-4920,22.918104,30.48169,96,102
4920-5040,26.471782,28.413381,88,108
5040-5160,26.218572,27.76351,97,97
5160-5280,26.524118,28.336969,108,109
5280-5400,30.809049,25.188304,107,103
5400-5520,34.99043,23.018245,133,107
SUM,,,,3618
0-120,13.896106,37.318435,42,12
120-240,13.498554,37.738286,39,60
240-360,14.081471,37.373485,32,54
360-480,10.710171,40.133187,42,48
480-600,12.574511,37.208979,38,54
600-720,10.396819,40.115735,46,53
720-840,12.478922,38.431978,45,69
840-960,10.199419,40.409598,34,61
960-1080,13.602187,38.215162,43,52
1080-1200,12.495166,38.404349,42,59
1200-1320,13.4689,37.54586,40,60
1320-1440,11.715572,38.590381,53,60
1440-1560,12.235869,38.812034,61,74
1560-1680,14.846593,35.729333,54,79
1680-1800,12.34479,37.395813,38,68
1800-1920,11.023347,39.838344,57,55
1920-2040,14.111915,37.236269,52,82
2040-2160,12.989155,37.545746,48,75
2160-2280,14.400239,37.218317,57,69
2280-2400,18.307216,33.763519,66,76
2400-2520,16.795548,34.312885,64,85
2520-2640,14.150537,36.649231,70,86
2640-2760,18.195906,33.630158,69,90
2760-2880,16.147502,34.907522,55,86
2880-3000,11.678493,38.478577,54,75
3000-3120,14.733362,37.129929,70,86
3120-3240,14.667806,35.923428,60,88
3240-3360,15.36958,36.116141,71,88
3360-3480,18.203364,33.31128,53,88
3480-3600,14.362889,36.940033,62,73
3600-3720,14.009164,37.047056,63,84
3720-3840,16.073721,35.583175,83,92
3840-3960,21.11548,32.069112,69,106
3960-4080,17.379177,34.175515,57,90
4080-4200,11.436154,38.892011,63,83
4200-4320,14.714196,36.315879,84,90
4320-4440,20.649399,31.427932,100,99
4440-4560,27.34495,27.268252,101,104
4560-4680,30.682296,25.222184,76,97
4680-4800,20.490197,32.142915,82,96
4800-4920,23.65608,30.322575,82,99
4920-5040,22.857016,30.549595,92,105
5040-5160,26.482514,28.203806,92,106
5160-5280,27.919162,27.444133,112,99
5280-5400,36.279914,23.250911,117,109
5400-5520,34.310898,22.680777,129,104
SUM,,,,3628
