40,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
6360-6480,39.239816,15.967615,186,123
6480-6600,39.748227,16.561933,177,115
6600-6720,32.936671,18.279256,181,123
6720-6840,40.634772,15.48398,174,111
6840-6960,36.020058,17.675213,177,116
6960-7080,35.958688,18.253617,170,122
7080-7200,37.995515,17.249126,178,114
7200-7320,39.948605,17.242795,174,121
7320-7440,54.033358,10.5284,204,71
7440-7560,48.514581,8.539541,230,49
SUM,,,,5682
0-120,0.89295,48.370562,21,22
120-240,1.339169,47.955865,40,46
240-360,7.025386,40.963732,58,54
360-480,44.712872,18.383355,96,37
480-600,17.917022,31.311305,52,110
600-720,3.010068,45.697579,34,84
720-840,11.410619,38.362843,55,61
840-960,25.814942,26.948286,77,61
960-1080,19.408934,31.492859,70,96
1080-1200,5.918838,42.581011,42,102
1200-1320,2.064144,46.895465,39,68
1320-1440,1.658644,47.198733,34,62
1440-1560,2.522777,46.689158,42,70
1560-1680,1.541728,47.60668,44,68
1680-1800,3.695442,45.035456,46,74
1800-1920,4.373699,44.545216,53,84
1920-2040,3.99544,44.760347,46,92
2040-2160,2.581401,46.325987,47,79
2160-2280,6.294016,42.808471,66,84
2280-2400,4.492121,43.81712,50,95
2400-2520,3.086413,45.760587,57,83
2520-2640,3.763745,45.040665,53,92
2640-2760,4.016316,44.931802,37,88
2760-2880,2.432114,46.361353,57,72
2880-3000,4.252828,44.456365,59,97
3000-3120,15.456294,34.629566,74,87
3120-3240,7.596587,41.227983,54,110
3240-3360,5.553909,43.194276,62,99
3360-3480,7.913727,41.03308,59,94
3480-3600,5.733474,43.191007,60,104
3600-3720,30.696146,21.20056,126,46
3720-3840,56.02142,9.90449,172,46
3840-3960,42.602608,15.205854,160,101
3960-4080,32.481212,20.524034,151,118
4080-4200,31.32754,20.841083,137,115
4200-4320,38.649181,17.975337,150,98
4320-4440,37.086488,18.759034,140,108
4440-4560,29.571475,21.186937,140,117
4560-4680,31.886123,20.905355,129,109
4680-4800,30.168842,21.847724,145,115
4800-4920,32.807051,21.367612,140,116
4920-5040,26.590812,23.332657,149,119
5040-5160,29.363374,21.737097,127,124
5160-5280,31.406119,20.95432,144,109
5280-5400,31.023725,21.634077,140,121
5400-5520,29.00851,22.151841,135,120
5520-5640,35.172137,19.03127,130,98
5640-5760,26.741895,22.982079,132,113
5760-5880,27.588876,22.876349,134,113
5880-6000,30.817855,20.937156,139,118
6000-6120,31.932469,21.806496,131,114
6120-6240,28.919792,21.802325,158,115
6240-6360,34.582129,18.483396,153,118
6360-6480,32.581388,19.198221,174,121
6480-6600,35.762901,17.607197,183,120
6600-6720,39.401782,15.685329,184,116
6720-6840,38.841974,15.777915,188,110
6840-6960,40.643908,15.5271,192,117
6960-7080,42.455686,15.65054,177,115
7080-7200,45.226191,13.084042,210,88
7200-7320,42.048137,14.408281,193,119
7320-7440,53.725489,9.964696,221,69
7440-7560,50.410028,10.834934,209,94
7560-7680,59.447882,7.320094,242,50
SUM,,,,5965
0-120,1.445846,47.949437,18,26
120-240,1.104033,48.147831,40,42
240-360,1.938908,46.790788,49,69
360-480,3.87064,45.32208,36,83
480-600,1.979377,47.040574,32,73
600-720,3.840457,45.404207,36,66
720-840,1.987558,46.862663,56,69
840-960,3.905705,44.851012,39,89
960-1080,2.167298,46.909403,41,75
1080-1200,4.567105,44.592714,43,78
1200-1320,4.012199,44.775682,38,75
1320-1440,1.499663,47.614189,36,66
1440-1560,2.400634,46.834417,35,71
1560-1680,1.884023,47.251424,47,63
1680-1800,2.57507,46.273366,47,77
1800-1920,5.149426,43.943359,48,86
1920-2040,3.888191,44.945663,46,94
2040-2160,4.80657,43.932754,60,82
2160-2280,5.836826,43.246183,58,103
2280-2400,7.49926,40.990167,48,84
2400-2520,4.891696,43.785617,61,85
2520-2640,4.951144,43.872299,56,95
2640-2760,5.09084,43.657251,56,88
2760-2880,4.372199,44.217305,47,90
2880-3000,14.315741,35.184039,88,66
3000-3120,66.674372,7.089794,154,21
3120-3240,33.198504,20.428233,138,117
3240-3360,35.503434,19.369277,124,110
3360-3480,30.506042,21.482713,141,101
3480-3600,31.138814,20.166769,149,116
3600-3720,30.74126,19.943763,144,111
3720-3840,30.173611,21.280377,137,115
3840-3960,28.220152,22.687312,109,121
3960-4080,29.058746,23.792484,110,96
4080-4200,47.706081,12.566811,150,58
4200-4320,50.456695,11.684753,183,62
4320-4440,46.738694,12.119573,179,95
4440-4560,39.422259,16.365986,184,113
4560-4680,38.784735,16.252203,173,111
4680-4800,35.98902,16.703665,179,116
4800-4920,36.249718,17.147572,171,117
4920-5040,34.301281,18.599185,161,120
5040-5160,36.775867,17.837372,158,105
5160-5280,35.704521,17.818625,166,116
5280-5400,37.540272,16.900201,178,110
5400-5520,36.224728,17.55918,169,117
5520-5640,34.597918,18.509653,170,118
5640-5760,33.713789,18.572915,169,122
5760-5880,31.867369,18.983372,172,120
5880-6000,35.338116,17.766236,166,119
6000-6120,35.465906,17.465582,161,120
6120-6240,32.974755,17.671582,182,106
6240-6360,39.411263,14.869961,183,108
6360-6480,36.799152,17.278724,173,120
6480-6600,37.348074,17.123414,172,115
6600-6720,42.487558,13.684846,190,91
6720-6840,38.019402,16.290537,190,114
6840-6960,37.200234,15.667033,178,117
6960-7080,42.2928,15.216463,172,110
7080-7200,50.321997,10.862643,216,61
7200-7320,55.707172,9.203596,221,83
7320-7440,45.087365,14.035128,205,112
7440-7560,41.721794,14.464844,205,114
7560-7680,39.829582,15.823222,182,120
7680-7800,36.5525,17.420353,177,119
7800-7920,36.40814,17.791961,175,120
7920-8040,36.639166,16.80477,170,116
8040-8160,33.433756,18.339153,180,117
8160-8280,34.81229,17.408502,183,120
8280-8400,39.217264,14.909366,198,109
8400-8520,42.163485,13.387055,186,106
8520-8640,56.215803,9.205658,213,63
8640-8760,40.773244,14.945916,190,119
8760-8880,39.872947,16.040307,190,121
8880-9000,37.231467,16.129233,182,118
9000-9120,37.273767,16.497668,182,112
9120-9240,38.870287,15.677505,179,115
9240-9360,38.271133,16.880297,181,108
9360-9480,37.007445,16.268011,180,117
9480-9600,58.12643,7.50661,226,47
9600-9720,61.257593,7.766992,230,73
9720-9840,53.560629,10.174948,227,88
9840-9960,54.319244,10.058944,228,92
9960-10080,49.125624,12.3997,197,110
10080-10200,52.913044,10.581896,199,79
10200-10320,50.878271,9.178177,208,74
10320-10440,42.065303,14.701225,193,112
10440-10560,42.353311,14.500154,189,108
10560-10680,37.342303,15.393573,190,112
10680-10800,41.231712,15.199608,202,106
10800-10920,56.005028,9.869853,228,75
10920-11040,54.729592,8.755038,233,79
11040-11160,50.899096,10.307993,228,93
11160-11280,48.061596,11.767504,205,106
11280-11400,38.368773,14.436687,204,111
11400-11520,41.598781,13.335661,202,108
11520-11640,41.399271,14.721789,187,114
11640-11760,37.92821,16.807292,189,117
11760-11880,37.993585,15.983278,186,118
11880-12000,37.150735,16.166847,180,116
12000-12120,48.720286,10.892158,212,72
12120-12240,42.911022,12.943667,196,110
12240-12360,46.74146,13.222498,203,98
12360-12480,43.479209,14.48284,193,110
12480-12600,36.40375,16.091981,192,115
12600-12720,39.768445,14.894541,191,115
12720-12840,38.567663,16.184665,192,111
12840-12960,37.378975,16.348883,191,122
12960-13080,37.563168,16.474814,185,121
13080-13200,34.834526,17.846369,180,122
13200-13320,36.482885,16.628655,185,116
13320-13440,39.072206,15.805623,185,115
13440-13560,36.588824,16.969544,177,118
13560-13680,38.616382,16.684688,173,115
13680-13800,49.84617,11.203208,209,70
13800-13920,45.338438,11.95001,199,104
13920-14040,46.447669,12.411384,213,94
14040-14160,47.288273,12.131654,201,99
14160-14280,42.556388,14.202837,186,113
14280-14400,42.750853,13.555968,195,94
14400-14520,39.785628,15.501715,186,118
14520-14640,36.693183,18.083902,174,120
14640-14760,33.044774,17.853589,171,123
14760-14880,34.441657,16.800877,181,116
14880-15000,35.245535,17.006496,192,118
SUM,,,,12460
0-120,8.181726,41.85497,36,26
120-240,51.827969,15.883577,94,12
240-360,25.142729,27.332015,61,103
360-480,30.193341,25.231713,63,59
480-600,8.011012,40.515097,33,94
600-720,2.454747,46.766555,44,70
720-840,1.940942,46.847105,53,73
840-960,3.550869,45.293146,32,85
960-1080,2.418864,46.851589,32,71
1080-1200,2.23196,47.032086,40,66
1200-1320,2.558869,46.425446,39,74
1320-1440,2.664949,46.364461,42,74
1440-1560,2.209093,46.5843,41,71
1560-1680,2.690105,46.168498,41,72
1680-1800,3.559375,45.443045,47,84
1800-1920,16.329494,33.370508,70,67
1920-2040,10.795113,38.6409,62,103
2040-2160,4.908777,43.295549,51,92
2160-2280,8.275241,40.94884,66,81
2280-2400,11.526889,37.757417,57,99
2400-2520,3.890958,44.839625,65,96
2520-2640,5.536612,43.04276,53,89
2640-2760,5.405981,43.636485,56,96
2760-2880,8.160328,40.911067,61,95
2880-3000,11.673324,37.87804,72,97
3000-3120,10.557748,38.136816,85,109
3120-3240,16.600574,33.652889,99,113
3240-3360,27.210969,26.058064,99,106
3360-3480,20.867625,30.915776,75,119
3480-3600,7.018127,41.115782,51,110
3600-3720,7.170573,42.119639,72,100
3720-3840,23.572835,28.130441,88,83
3840-3960,17.125845,32.128568,85,113
3960-4080,22.236691,29.013586,92,90
4080-4200,17.331373,32.799825,76,117
4200-4320,14.892648,34.567915,84,105
4320-4440,13.107738,36.478039,83,120
4440-4560,22.058811,28.097926,103,82
4560-4680,37.642272,18.442975,146,78
4680-4800,30.132861,22.840843,130,120
4800-4920,30.162748,22.178984,110,120
4920-5040,18.581819,31.924925,95,121
5040-5160,19.689224,28.67744,102,110
5160-5280,26.478972,25.329885,127,104
5280-5400,30.292597,21.005642,138,116
5400-5520,33.829472,19.34243,145,105
5520-5640,28.752178,22.53811,154,126
5640-5760,31.101095,20.487544,152,121
5760-5880,33.795937,19.10316,161,119
5880-6000,33.365821,17.822274,175,116
6000-6120,38.340062,15.852348,188,105
6120-6240,40.867036,14.08227,194,99
6240-6360,37.084112,15.641294,192,117
6360-6480,38.705718,15.635462,192,118
6480-6600,46.092276,13.175111,195,98
6600-6720,42.933267,13.964264,192,105
6720-6840,38.892784,15.025854,179,113
6840-6960,36.034989,18.157442,179,121
6960-7080,36.938472,16.130418,182,113
7080-7200,39.14081,15.698856,183,111
7200-7320,38.015198,15.712387,177,117
7320-7440,42.858565,14.72418,183,102
7440-7560,35.804017,17.668994,196,120
7560-7680,46.970995,11.478024,210,87
7680-7800,47.661655,8.585311,238,43
SUM,,,,6241
0-120,2.17592,47.30264,38,29
120-240,4.340764,44.59559,44,69
240-360,1.65853,47.346548,44,74
360-480,3.44721,45.525858,42,66
480-600,1.781047,47.058666,28,71
600-720,1.467743,47.823543,52,58
720-840,3.219379,45.478482,40,79
840-960,2.479763,46.555446,35,74
960-1080,4.102605,45.150799,42,69
1080-1200,1.530061,47.637349,38,72
1200-1320,2.109082,47.001188,41,69
1320-1440,4.347797,44.524188,51,77
1440-1560,3.337933,45.378813,40,79
1560-1680,3.857919,45.152168,41,77
1680-1800,2.761743,46.394519,39,85
1800-1920,5.760057,43.33653,56,86
1920-2040,5.834433,43.164567,54,95
2040-2160,2.615844,46.003794,40,84
2160-2280,3.091918,46.068299,46,81
2280-2400,2.535045,46.376528,46,83
2400-2520,4.406621,44.502067,65,76
2520-2640,19.780332,29.991931,74,68
2640-2760,54.91001,10.607595,141,30
2760-2880,36.233403,20.128774,142,102
2880-3000,30.927491,21.455038,120,114
3000-3120,23.4922,26.158197,103,122
3120-3240,36.62004,15.788388,135,67
3240-3360,51.0517,12.067952,156,57
3360-3480,48.579076,13.054833,184,87
3480-3600,40.895294,14.803018,184,98
3600-3720,59.856134,8.558281,220,57
3720-3840,53.759411,9.835186,219,89
3840-3960,57.174262,8.687876,242,64
3960-4080,3.809851,10.016166,245,3
SUM,,,,2511
