20,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
4920-5040,25.092178,21.898753,146,108
5040-5160,34.949299,14.404539,155,79
5160-5280,37.572249,12.338107,178,77
5280-5400,32.372142,13.637348,208,90
5400-5520,37.577096,11.113895,215,91
5520-5640,34.819214,12.171771,216,102
5640-5760,41.649249,8.685818,239,68
5760-5880,21.940243,6.14097,251,17
SUM,,,,4179
0-120,1.869921,47.176789,29,33
120-240,2.50536,46.114872,40,59
240-360,1.768549,46.942644,38,72
360-480,2.627503,46.19161,33,66
480-600,1.470698,47.226976,32,65
600-720,2.282807,46.515205,43,70
720-840,2.64337,45.814258,54,71
840-960,3.484124,44.893204,33,85
960-1080,2.54438,46.086465,35,69
1080-1200,2.216444,46.474875,40,69
1200-1320,2.597513,46.135479,41,72
1320-1440,2.465776,45.960126,43,75
1440-1560,2.68142,45.686932,40,73
1560-1680,2.905986,45.498218,45,67
1680-1800,4.115937,44.499247,49,86
1800-1920,8.212871,40.561942,54,85
1920-2040,9.821319,39.225692,61,88
2040-2160,5.001239,42.728919,52,90
2160-2280,7.856095,41.053195,64,84
2280-2400,9.298061,39.216946,56,98
2400-2520,6.073038,42.156221,67,93
2520-2640,3.947549,44.185737,53,91
2640-2760,7.058382,41.6014,60,92
2760-2880,9.18126,39.607211,66,94
2880-3000,11.24633,37.6977,75,99
3000-3120,15.21369,33.869571,93,104
3120-3240,19.104388,31.502516,105,115
3240-3360,23.620136,28.04782,92,119
3360-3480,18.876098,31.243393,71,116
3480-3600,6.618321,41.340886,50,107
3600-3720,8.81016,40.326703,76,95
3720-3840,15.146943,33.797117,77,98
3840-3960,17.830576,32.159085,83,104
3960-4080,15.614375,34.539234,67,113
4080-4200,7.472017,40.702209,62,106
4200-4320,8.944799,39.837921,72,103
4320-4440,11.123224,37.977417,82,109
4440-4560,10.494474,37.729013,79,111
4560-4680,13.926569,35.776594,85,110
4680-4800,15.455261,34.337098,72,116
4800-4920,9.228877,39.24658,63,110
4920-5040,4.940342,43.130732,68,100
5040-5160,9.32658,39.291988,84,101
5160-5280,19.105058,31.900792,99,114
5280-5400,22.004325,26.97647,118,118
5400-5520,23.250019,25.51703,135,112
5520-5640,25.056347,22.266939,134,112
5640-5760,25.120776,21.342777,154,116
5760-5880,27.525987,18.459032,168,116
5880-6000,34.273162,14.336754,182,93
6000-6120,32.302918,14.216287,197,103
6120-6240,34.390504,12.576079,209,96
6240-6360,41.621373,9.626777,234,73
6360-6480,47.350507,7.977118,240,74
6480-6600,31.976736,7.557336,250,37
SUM,,,,5047
0-120,1.955757,47.182809,39,28
120-240,3.698395,44.898163,41,73
240-360,1.9977,46.544437,45,70
360-480,3.680212,44.586106,43,66
480-600,2.222126,46.176096,29,71
600-720,1.656328,46.980434,52,59
720-840,3.44673,45.077463,41,78
840-960,2.574166,45.877779,36,74
960-1080,2.894634,45.97145,40,72
1080-1200,2.128319,46.394616,39,69
1200-1320,1.957696,46.755885,43,68
1320-1440,2.943081,45.442319,51,79
1440-1560,4.597836,43.657095,41,78
1560-1680,2.8964,45.665455,40,79
1680-1800,3.122441,45.716545,44,79
1800-1920,4.05011,44.471214,55,92
1920-2040,4.52384,43.929806,55,93
2040-2160,4.896813,43.063027,46,79
2160-2280,6.825259,41.676713,54,79
2280-2400,63.169517,6.218144,133,0
2400-2520,40.056379,14.243339,157,68
2520-2640,31.25159,18.662335,132,109
2640-2760,25.099251,23.411612,113,116
2760-2880,25.330575,24.897178,102,114
2880-3000,21.295833,27.051909,89,105
3000-3120,16.240704,32.977741,83,114
3120-3240,17.017578,31.440524,98,104
3240-3360,21.098383,30.186865,65,116
3360-3480,8.675556,40.001749,56,106
3480-3600,4.657059,43.381164,75,90
3600-3720,24.465376,26.719394,114,87
3720-3840,26.730392,23.172212,111,102
3840-3960,25.599928,25.214253,111,109
3960-4080,24.553898,25.837865,107,118
4080-4200,49.473135,11.129617,139,51
4200-4320,53.640196,8.235062,188,35
4320-4440,36.786162,13.819661,191,105
4440-4560,31.008091,15.092536,186,106
4560-4680,30.10898,14.569851,188,105
4680-4800,30.103046,14.705177,186,109
4800-4920,33.09868,13.931479,196,100
4920-5040,30.21046,13.810426,205,108
5040-5160,41.016928,8.737331,242,59
5160-5280,43.773177,7.277966,249,68
5280-5400,36.636665,11.60638,228,113
5400-5520,45.654317,8.621758,240,75
5520-5640,39.547251,8.824813,241,79
5640-5760,15.831238,8.788676,254,19
SUM,,,,3976
