our,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
0-120,2.508642,46.141608,47,38
120-240,10.346056,38.771783,81,84
240-360,16.19596,33.545406,92,113
360-480,17.962959,31.810006,111,114
480-600,22.976239,26.344364,116,112
600-720,20.491704,25.526053,138,118
720-840,21.307678,21.154683,144,116
840-960,21.219065,18.98212,169,113
960-1080,21.557153,16.428384,193,114
1080-1200,22.887138,14.037748,204,105
1200-1320,27.212552,10.888463,216,86
1320-1440,23.497474,12.80506,225,107
1440-1560,23.544015,12.941892,219,112
1560-1680,21.06246,13.236584,218,112
1680-1800,21.590979,13.785359,223,115
1800-1920,21.446174,13.172584,225,115
1920-2040,22.482126,12.703577,221,109
2040-2160,22.093577,12.961573,220,112
2160-2280,25.973647,11.703127,222,99
2280-2400,22.143899,12.643997,218,109
2400-2520,22.243772,12.992046,220,108
2520-2640,22.759348,13.447106,220,113
2640-2760,23.564392,13.110118,216,111
2760-2880,21.719266,13.180031,215,111
2880-3000,25.461083,12.427928,225,104
SUM,,,,2650
0-120,1.384907,47.202564,40,31
120-240,5.343502,42.984375,76,79
240-360,27.929181,23.656024,114,74
360-480,24.626586,23.149569,144,104
480-600,21.664197,19.314155,168,109
600-720,20.714993,17.042396,194,112
720-840,24.404981,13.822285,196,104
840-960,23.089146,13.373562,209,103
960-1080,29.854524,10.300607,221,84
1080-1200,27.394357,11.470868,226,96
1200-1320,30.278993,10.708183,222,93
1320-1440,24.075645,11.909702,219,107
1440-1560,26.101929,10.737595,226,90
1560-1680,25.23946,12.948344,224,113
1680-1800,22.772233,12.985282,216,113
1800-1920,33.781288,7.100243,252,54
1920-2040,4.99899,4.936687,258,2
SUM,,,,1468
0-120,2.012495,46.501583,36,35
120-240,10.53095,37.054129,91,66
240-360,17.190915,31.053507,97,109
360-480,20.221543,29.061197,108,113
480-600,20.751733,26.493045,130,118
600-720,23.616217,20.832164,152,104
720-840,24.307586,18.092238,168,106
840-960,19.793401,17.858939,180,118
960-1080,20.709282,16.078426,199,115
1080-1200,20.830776,14.585649,207,112
1200-1320,20.691659,14.40126,211,113
1320-1440,22.105621,13.821916,212,114
1440-1560,26.865949,10.972405,230,88
1560-1680,26.035099,12.166806,226,110
1680-1800,22.476855,13.02288,222,111
1800-1920,26.679816,12.772178,231,109
1920-2040,29.286384,12.258532,224,110
2040-2160,28.969605,9.756455,242,81
2160-2280,29.576329,11.314482,236,108
2280-2400,29.376914,11.960308,229,110
2400-2520,28.862773,11.880296,230,104
2520-2640,26.482495,10.77159,236,95
2640-2760,27.888532,10.274004,248,86
2760-2880,29.193545,9.022508,245,93
2880-3000,32.709782,8.509975,245,78
SUM,,,,2506
0-120,3.66661,44.956543,54,42
120-240,6.866246,41.535159,66,97
240-360,12.623359,36.458205,80,94
360-480,15.697127,33.907223,92,113
480-600,21.280807,28.135937,114,109
600-720,21.81264,25.623641,128,114
720-840,22.476396,20.778724,151,109
840-960,21.915561,19.388177,167,111
960-1080,23.769939,16.11745,186,106
1080-1200,26.993145,12.534499,213,90
1200-1320,25.013517,12.557516,218,104
1320-1440,22.313489,13.280787,216,110
1440-1560,29.086722,10.91307,229,89
1560-1680,28.432735,10.470075,238,94
1680-1800,25.07411,11.799022,223,110
1800-1920,25.747414,11.599906,224,101
1920-2040,23.561778,12.892264,220,113
2040-2160,24.177857,12.156966,224,103
2160-2280,22.685268,12.755225,227,110
2280-2400,22.690171,12.602116,224,111
2400-2520,25.574167,11.80993,240,98
2520-2640,28.418694,10.989608,242,103
2640-2760,38.849382,8.49396,255,76
2760-2880,32.855045,11.368148,239,116
2880-3000,23.675841,11.971499,226,107
SUM,,,,2530
0-120,4.111233,44.422974,69,39
120-240,25.252036,26.243539,102,69
240-360,18.718953,26.762691,107,110
360-480,20.820882,24.730474,123,107
480-600,22.246634,22.663601,134,112
600-720,21.694086,20.170715,154,110
720-840,21.813602,17.631876,176,108
840-960,21.282769,15.93149,199,110
960-1080,20.460097,14.877018,207,114
1080-1200,23.204122,13.830743,213,111
1200-1320,21.59465,13.529793,219,112
1320-1440,25.79626,12.249391,228,103
1440-1560,22.656813,12.860389,226,112
1560-1680,20.910381,13.433324,222,118
1680-1800,22.27583,13.043219,225,111
1800-1920,22.851877,12.272042,221,106
1920-2040,28.226659,12.719817,235,109
2040-2160,28.784205,11.583743,236,103
2160-2280,28.417216,10.293014,241,89
2280-2400,29.897162,9.494604,244,88
2400-2520,31.295577,9.348823,231,92
2520-2640,22.340891,12.836341,223,115
2640-2760,36.55332,8.465577,260,70
2760-2880,30.144961,10.519784,241,109
2880-3000,27.833324,11.028808,229,101
SUM,,,,2528
